Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4700          -23.108      -27.591        4.483   271.0
0.4720          -23.124      -27.425        4.301   260.0
0.4740          -23.226      -27.329        4.102   247.9
0.4760          -22.931      -27.291        4.360   263.5
0.4780          -23.113      -27.402        4.289   259.3
0.4800          -23.052      -27.551        4.500   272.0
0.4820          -22.878      -27.785        4.907   296.6
0.4840          -22.727      -28.031        5.304   320.6
0.4860          -22.871      -28.137        5.266   318.3
0.4880          -22.991      -28.160        5.169   312.4
0.4900          -23.055      -28.197        5.143   310.8
0.4920          -22.819      -28.257        5.438   328.7
0.4940          -23.038      -28.339        5.301   320.4
0.4960          -23.130      -28.354        5.224   315.7
0.4980          -23.106      -28.237        5.131   310.1
0.5000          -23.049      -28.082        5.033   304.2
0.5020          -22.912      -28.069        5.157   311.7
0.5040          -22.901      -28.123        5.222   315.6
0.5060          -22.898      -28.124        5.226   315.9
0.5080          -23.002      -28.054        5.051   305.3
0.5100          -22.626      -28.000        5.374   324.8
0.5120          -22.495      -27.983        5.488   331.7
0.5140          -22.317      -27.936        5.619   339.6
0.5160          -22.411      -27.946        5.535   334.6
0.5180          -22.163      -27.866        5.703   344.7
0.5200          -22.184      -27.751        5.567   336.5
0.5220          -22.360      -27.714        5.354   323.6
0.5240          -22.438      -27.694        5.257   317.7
0.5260          -22.735      -27.645        4.910   296.8
0.5280          -22.648      -27.663        5.015   303.1
0.5300          -22.813      -27.783        4.969   300.4
0.5320          -22.759      -27.928        5.169   312.4
0.5340          -22.866      -28.039        5.173   312.7
0.5360          -22.969      -28.110        5.141   310.7
0.5380          -22.905      -28.059        5.154   311.5
0.5400          -22.882      -27.866        4.983   301.2
0.5420          -22.871      -27.647        4.775   288.6
0.5440          -22.827      -27.424        4.597   277.9
0.5460          -22.866      -27.256        4.390   265.3
0.5480          -22.689      -27.167        4.478   270.7
0.5500          -22.413      -27.263        4.850   293.1
0.5520          -22.260      -27.435        5.174   312.7
0.5540          -22.562      -27.667        5.105   308.5
0.5560          -22.849      -27.824        4.976   300.7
0.5580          -22.796      -27.842        5.046   305.0
0.5600          -22.886      -27.807        4.921   297.4
0.5620          -23.081      -27.826        4.745   286.8
0.5640          -22.965      -27.771        4.806   290.5
0.5660          -22.849      -27.739        4.890   295.6
0.5680          -22.789      -27.668        4.879   294.9
0.5700          -22.768      -27.634        4.866   294.1
0.5720          -22.716      -27.728        5.012   302.9
0.5740          -22.748      -27.886        5.138   310.5
0.5760          -22.942      -28.052        5.110   308.8
0.5780          -22.930      -28.181        5.250   317.3
0.5800          -22.934      -28.216        5.283   319.3
0.5820          -22.852      -28.182        5.330   322.2
0.5840          -22.982      -28.125        5.143   310.9
0.5860          -23.138      -28.138        5.000   302.2
0.5880          -23.244      -28.135        4.891   295.6
0.5900          -23.068      -28.179        5.111   308.9
0.5920          -23.079      -28.190        5.112   308.9
0.5940          -23.128      -28.284        5.156   311.6
0.5960          -23.090      -28.477        5.387   325.6
0.5980          -23.063      -28.603        5.540   334.9
0.6000          -23.225      -28.645        5.420   327.6
0.6020          -23.158      -28.607        5.449   329.3
0.6040          -23.163      -28.583        5.419   327.6
0.6060          -23.186      -28.529        5.343   322.9
0.6080          -23.382      -28.600        5.218   315.4
0.6100          -23.643      -28.717        5.074   306.7
0.6120          -23.681      -28.799        5.118   309.3
0.6140          -23.758      -28.865        5.108   308.7
0.6160          -23.539      -28.778        5.238   316.6
0.6180          -23.496      -28.670        5.175   312.8
0.6200          -23.574      -28.542        4.967   300.2
0.6220          -23.746      -28.340        4.594   277.7
0.6240          -23.526      -28.118        4.593   277.6
0.6260          -23.363      -27.985        4.621   279.3
0.6280          -23.384      -27.916        4.532   273.9
0.6300          -23.075      -27.902        4.826   291.7
0.6320          -23.118      -27.962        4.844   292.8
0.6340          -23.097      -28.109        5.012   302.9
0.6360          -23.137      -28.233        5.097   308.0
0.6380          -23.161      -28.254        5.093   307.8
0.6400          -23.468      -28.425        4.957   299.6
0.6420          -23.391      -28.444        5.053   305.4
0.6440          -23.236      -28.380        5.145   310.9
0.6460          -23.170      -28.356        5.186   313.4
0.6480          -23.136      -28.378        5.242   316.8
0.6500          -23.199      -28.390        5.191   313.8
0.6520          -23.134      -28.433        5.299   320.3
0.6540          -23.200      -28.442        5.242   316.8
0.6560          -23.158      -28.429        5.271   318.6
0.6580          -22.862      -28.411        5.548   335.3
0.6600          -22.962      -28.392        5.431   328.2
0.6620          -23.105      -28.450        5.345   323.1
0.6640          -23.162      -28.419        5.257   317.7
0.6660          -23.274      -28.300        5.026   303.8
0.6680          -23.519      -28.200        4.682   283.0
0.6700          -23.574      -28.220        4.646   280.8
0.6720          -23.504      -28.305        4.801   290.2
0.6740          -23.380      -28.353        4.973   300.6
0.6760          -22.911      -28.352        5.441   328.8
0.6780          -22.817      -28.341        5.524   333.9
0.6800          -23.112      -28.335        5.222   315.6
0.6820          -22.960      -28.393        5.433   328.4
0.6840          -22.827      -28.461        5.634   340.5
0.6860          -22.686      -28.522        5.836   352.7
0.6880          -22.837      -28.484        5.647   341.3
0.6900          -22.944      -28.501        5.557   335.8
0.6920          -23.241      -28.557        5.316   321.3
0.6940          -23.087      -28.508        5.421   327.6
0.6960          -23.121      -28.487        5.366   324.3
0.6980          -23.120      -28.396        5.276   318.9
0.7000          -23.263      -28.309        5.046   305.0
0.7020          -23.109      -28.226        5.117   309.3
0.7040          -23.414      -28.268        4.855   293.4
0.7060          -23.577      -28.338        4.762   287.8
0.7080          -23.348      -28.329        4.981   301.1
0.7100          -23.438      -28.424        4.987   301.4
0.7120          -23.560      -28.603        5.042   304.8
0.7140          -23.423      -28.692        5.270   318.5
0.7160          -23.372      -28.714        5.341   322.8
0.7180          -23.425      -28.678        5.253   317.5
0.7200          -23.575      -28.572        4.997   302.0
0.7220          -23.466      -28.424        4.958   299.6
0.7240          -23.376      -28.343        4.967   300.2
0.7260          -23.248      -28.325        5.077   306.9
0.7280          -23.010      -28.407        5.397   326.2
0.7300          -22.905      -28.436        5.531   334.3
0.7320          -23.178      -28.354        5.176   312.8
0.7340          -23.030      -28.334        5.303   320.5
0.7360          -22.950      -28.298        5.348   323.2
0.7380          -22.992      -28.196        5.204   314.5
0.7400          -22.934      -28.020        5.086   307.4
0.7420          -22.904      -27.905        5.001   302.3
0.7440          -23.069      -27.854        4.785   289.2
0.7460          -23.047      -27.866        4.820   291.3
0.7480          -22.872      -28.048        5.175   312.8
0.7500          -22.805      -28.217        5.411   327.1
0.7520          -23.132      -28.400        5.268   318.4
0.7540          -23.081      -28.511        5.430   328.2
0.7560          -23.128      -28.569        5.441   328.8
0.7580          -23.310      -28.517        5.207   314.7
0.7600          -23.157      -28.422        5.265   318.2
0.7620          -23.056      -28.228        5.173   312.6
0.7640          -23.185      -28.078        4.892   295.7
0.7660          -23.222      -28.028        4.805   290.4
0.7680          -23.125      -28.109        4.983   301.2
0.7700          -23.232      -28.044        4.812   290.9
0.7720          -23.002      -28.012        5.010   302.8
0.7740          -22.815      -28.097        5.281   319.2
0.7760          -22.765      -28.238        5.473   330.8
0.7780          -23.018      -28.271        5.253   317.5
0.7800          -23.139      -28.217        5.079   307.0
0.7820          -23.175      -28.165        4.989   301.6
0.7840          -23.456      -28.084        4.629   279.8
0.7860          -23.432      -28.039        4.607   278.4
0.7880          -23.039      -27.955        4.916   297.1
0.7900          -23.395      -28.090        4.695   283.8
0.7920          -23.655      -28.318        4.663   281.9
0.7940          -23.622      -28.455        4.834   292.1
0.7960          -23.899      -28.606        4.707   284.5
0.7980          -23.908      -28.713        4.806   290.5
0.8000          -23.940      -28.753        4.813   290.9
0.8020          -23.885      -28.792        4.907   296.6
0.8040          -23.786      -28.780        4.994   301.8
0.8060          -23.761      -28.709        4.948   299.1
0.8080          -23.759      -28.679        4.920   297.4
0.8100          -23.859      -28.666        4.807   290.5
0.8120          -23.655      -28.564        4.909   296.7
0.8140          -23.682      -28.578        4.896   295.9
0.8160          -23.782      -28.688        4.907   296.6
0.8180          -23.852      -28.734        4.883   295.1
0.8200          -23.969      -28.826        4.857   293.5
0.8220          -24.044      -28.879        4.834   292.2
0.8240          -24.083      -28.848        4.765   288.0
0.8260          -24.178      -28.870        4.692   283.6
0.8280          -24.549      -28.956        4.407   266.4
0.8300          -24.465      -28.917        4.452   269.1
0.8320          -24.322      -28.792        4.470   270.2
0.8340          -24.150      -28.617        4.468   270.0
0.8360          -24.113      -28.466        4.353   263.1
0.8380          -23.865      -28.434        4.569   276.2
0.8400          -23.527      -28.303        4.775   288.6
0.8420          -23.491      -28.193        4.702   284.2
0.8440          -23.162      -28.221        5.059   305.8
0.8460          -23.291      -28.339        5.048   305.1
0.8480          -23.102      -28.387        5.285   319.4
0.8500          -22.842      -28.453        5.610   339.1
0.8520          -22.826      -28.589        5.763   348.3
0.8540          -23.063      -28.752        5.689   343.8
0.8560          -23.124      -28.825        5.702   344.6
0.8580          -23.101      -28.799        5.698   344.4
0.8600          -23.220      -28.685        5.465   330.3
0.8620          -22.974      -28.448        5.473   330.8
0.8640          -23.296      -28.311        5.015   303.1
0.8660          -23.286      -28.317        5.031   304.1
0.8680          -23.169      -28.313        5.143   310.9
0.8700          -23.121      -28.214        5.093   307.8
0.8720          -23.235      -28.133        4.898   296.0
0.8740          -23.296      -28.125        4.829   291.9
0.8760          -23.316      -28.152        4.836   292.3
0.8780          -23.278      -28.220        4.943   298.7
0.8800          -23.131      -28.335        5.204   314.5
0.8820          -23.195      -28.476        5.281   319.2
0.8840          -23.324      -28.523        5.198   314.2
0.8860          -23.263      -28.582        5.319   321.5
0.8880          -23.366      -28.613        5.247   317.1
0.8900          -23.233      -28.520        5.287   319.6
0.8920          -23.041      -28.490        5.449   329.4
0.8940          -23.176      -28.480        5.305   320.6
0.8960          -23.121      -28.394        5.273   318.7
0.8980          -23.078      -28.269        5.191   313.7
0.9000          -23.004      -28.114        5.110   308.9
0.9020          -22.726      -28.021        5.295   320.0
0.9040          -22.932      -28.052        5.120   309.5
0.9060          -23.018      -28.094        5.076   306.8
0.9080          -23.227      -28.149        4.922   297.5
0.9100          -23.200      -28.185        4.986   301.3
0.9120          -23.072      -28.240        5.168   312.4
0.9140          -23.149      -28.345        5.196   314.1
0.9160          -23.149      -28.427        5.278   319.0
0.9180          -22.920      -28.513        5.593   338.0
0.9200          -23.097      -28.604        5.506   332.8
0.9220          -22.825      -28.684        5.859   354.1
0.9240          -23.042      -28.705        5.663   342.3
0.9260          -22.967      -28.657        5.690   343.9
0.9280          -22.785      -28.571        5.786   349.7
0.9300          -22.601      -28.466        5.865   354.5
0.9320          -22.744      -28.377        5.633   340.4
0.9340          -22.969      -28.358        5.389   325.7
0.9360          -23.319      -28.411        5.092   307.7
0.9380          -23.429      -28.462        5.033   304.2
0.9400          -23.382      -28.591        5.208   314.8
0.9420          -23.594      -28.699        5.105   308.6
0.9440          -23.833      -28.718        4.885   295.2
0.9460          -23.675      -28.658        4.983   301.2
0.9480          -23.498      -28.487        4.989   301.5
0.9500          -23.476      -28.352        4.877   294.8
0.9520          -23.390      -28.223        4.833   292.1
0.9540          -23.220      -28.212        4.992   301.7
0.9560          -23.439      -28.286        4.847   293.0
0.9580          -23.527      -28.365        4.838   292.4
0.9600          -23.573      -28.389        4.816   291.1
0.9620          -23.731      -28.574        4.844   292.8
0.9640          -23.892      -28.664        4.772   288.4
0.9660          -23.877      -28.638        4.762   287.8
0.9680          -23.705      -28.554        4.849   293.1
0.9700          -23.575      -28.522        4.947   299.0
0.9720          -23.693      -28.503        4.811   290.8
0.9740          -23.587      -28.434        4.847   292.9
0.9760          -23.391      -28.434        5.043   304.8
0.9780          -23.459      -28.437        4.978   300.9
0.9800          -23.351      -28.512        5.160   311.9
0.9820          -23.441      -28.648        5.207   314.7
0.9840          -23.653      -28.742        5.089   307.6
0.9860          -23.602      -28.751        5.149   311.2
0.9880          -23.466      -28.736        5.270   318.5
0.9900          -23.615      -28.720        5.105   308.6
0.9920          -23.728      -28.637        4.909   296.7
0.9940          -23.644      -28.497        4.853   293.3
0.9960          -23.414      -28.306        4.892   295.7
0.9980          -23.257      -28.281        5.024   303.7
1.0000          -23.289      -28.235        4.945   298.9
1.0020          -23.246      -28.185        4.939   298.5
1.0040          -23.414      -28.166        4.752   287.2
1.0060          -23.121      -28.186        5.064   306.1
1.0080          -23.352      -28.341        4.989   301.5
1.0100          -23.386      -28.450        5.063   306.0
1.0120          -23.539      -28.516        4.977   300.8
1.0140          -23.183      -28.485        5.303   320.5
1.0160          -23.281      -28.372        5.092   307.7
1.0180          -23.164      -28.203        5.038   304.5
1.0200          -23.240      -28.033        4.793   289.7
1.0220          -23.204      -27.915        4.711   284.7
1.0240          -23.278      -27.868        4.590   277.4
1.0260          -23.412      -27.841        4.428   267.6
1.0280          -23.234      -27.874        4.639   280.4
1.0300          -23.303      -27.984        4.681   282.9
1.0320          -23.221      -28.137        4.915   297.1
1.0340          -23.185      -28.264        5.079   306.9
1.0360          -23.319      -28.461        5.142   310.8
1.0380          -23.363      -28.613        5.249   317.3
1.0400          -22.962      -28.625        5.663   342.3
1.0420          -23.166      -28.525        5.359   323.9
1.0440          -23.279      -28.343        5.065   306.1
1.0460          -23.190      -28.255        5.066   306.2
1.0480          -23.150      -28.209        5.059   305.7
1.0500          -23.144      -28.165        5.022   303.5
1.0520          -23.082      -28.118        5.036   304.4
1.0540          -22.999      -27.932        4.933   298.2
1.0560          -22.872      -27.742        4.871   294.4
1.0580          -22.821      -27.635        4.814   291.0
1.0600          -22.851      -27.715        4.864   294.0
1.0620          -22.890      -27.844        4.954   299.4
1.0640          -22.869      -28.024        5.155   311.6
1.0660          -23.012      -28.223        5.212   315.0
1.0680          -23.032      -28.465        5.432   328.3
1.0700          -23.085      -28.509        5.424   327.8
1.0720          -23.172      -28.364        5.192   313.8
1.0740          -23.032      -28.250        5.217   315.3
1.0760          -23.044      -28.217        5.172   312.6
1.0780          -23.218      -28.188        4.970   300.4
1.0800          -23.182      -28.149        4.968   300.3
1.0820          -23.313      -28.169        4.855   293.4
1.0840          -23.045      -28.299        5.254   317.5
1.0860          -23.084      -28.479        5.395   326.1
1.0880          -23.004      -28.627        5.623   339.8
1.0900          -23.082      -28.634        5.552   335.6
1.0920          -23.262      -28.532        5.270   318.5
1.0940          -23.231      -28.384        5.153   311.5
1.0960          -22.969      -28.184        5.215   315.2
1.0980          -23.088      -28.086        4.998   302.1
1.1000          -23.260      -28.114        4.855   293.4
1.1020          -23.187      -28.076        4.889   295.5
1.1040          -22.913      -28.028        5.115   309.2
1.1060          -22.879      -28.006        5.127   309.9
1.1080          -22.963      -28.090        5.127   309.9
1.1100          -23.083      -28.120        5.037   304.4
1.1120          -23.024      -28.072        5.048   305.1
1.1140          -22.975      -28.053        5.078   306.9
1.1160          -22.900      -28.132        5.232   316.2
1.1180          -23.045      -28.175        5.130   310.0
1.1200          -23.028      -28.212        5.184   313.3
1.1220          -23.009      -28.261        5.252   317.4
1.1240          -23.097      -28.239        5.142   310.8
1.1260          -22.898      -28.199        5.301   320.4
1.1280          -23.056      -28.174        5.118   309.4
1.1300          -22.997      -28.142        5.146   311.0
1.1320          -23.087      -28.098        5.011   302.9
1.1340          -23.131      -28.055        4.924   297.6
1.1360          -23.106      -28.008        4.902   296.3
1.1380          -22.837      -28.001        5.164   312.1
1.1400          -23.044      -28.079        5.035   304.3
1.1420          -23.303      -28.203        4.901   296.2
1.1440          -23.371      -28.303        4.932   298.1
1.1460          -23.317      -28.392        5.075   306.7
1.1480          -23.170      -28.447        5.277   319.0
1.1500          -23.207      -28.454        5.247   317.1
1.1520          -23.268      -28.410        5.142   310.8
1.1540          -23.461      -28.344        4.883   295.2
1.1560          -23.472      -28.299        4.827   291.7
1.1580          -23.638      -28.419        4.781   289.0
1.1600          -23.476      -28.596        5.120   309.5
1.1620          -23.641      -28.755        5.114   309.1
1.1640          -23.839      -28.864        5.025   303.7
1.1660          -23.890      -28.846        4.955   299.5
1.1680          -23.954      -28.755        4.801   290.2
1.1700          -24.186      -28.643        4.456   269.3
1.1720          -24.175      -28.595        4.420   267.1
1.1740          -24.109      -28.554        4.445   268.7
1.1760          -23.990      -28.561        4.570   276.2
1.1780          -24.005      -28.613        4.608   278.5
1.1800          -24.061      -28.669        4.608   278.5
1.1820          -24.348      -28.825        4.476   270.5
1.1840          -24.338      -28.968        4.630   279.8
1.1860          -24.043      -29.026        4.983   301.2
1.1880          -24.040      -29.121        5.081   307.1
1.1900          -23.959      -29.188        5.229   316.1
1.1920          -24.058      -29.227        5.169   312.4
1.1940          -23.895      -29.286        5.391   325.9
1.1960          -23.998      -29.378        5.380   325.2
1.1980          -24.029      -29.428        5.399   326.3
1.2000          -24.019      -29.345        5.325   321.9
1.2020          -23.882      -29.297        5.415   327.3
1.2040          -23.801      -29.173        5.372   324.7
1.2060          -23.781      -29.000        5.219   315.5
1.2080          -23.745      -28.853        5.107   308.7
1.2100          -23.910      -28.811        4.901   296.2
1.2120          -23.790      -28.750        4.960   299.8
1.2140          -23.692      -28.617        4.926   297.7
1.2160          -23.759      -28.565        4.806   290.5
1.2180          -23.872      -28.560        4.688   283.4
1.2200          -23.708      -28.566        4.859   293.7
1.2220          -23.773      -28.624        4.851   293.2
1.2240          -23.691      -28.669        4.978   300.9
1.2260          -23.372      -28.735        5.364   324.2
1.2280          -23.387      -28.841        5.454   329.6
1.2300          -23.416      -28.919        5.503   332.6
1.2320          -23.337      -28.882        5.545   335.2
1.2340          -23.537      -28.847        5.310   320.9
1.2360          -23.678      -28.763        5.085   307.3
1.2380          -23.729      -28.622        4.893   295.8
1.2400          -23.793      -28.535        4.742   286.6
1.2420          -23.660      -28.403        4.743   286.7
1.2440          -23.569      -28.315        4.746   286.9
1.2460          -23.305      -28.249        4.943   298.8
1.2480          -23.485      -28.310        4.825   291.6
1.2500          -23.787      -28.358        4.571   276.3
1.2520          -23.642      -28.385        4.743   286.7
1.2540          -23.442      -28.459        5.017   303.2
1.2560          -23.399      -28.528        5.129   310.0
1.2580          -23.356      -28.639        5.282   319.3
1.2600          -23.458      -28.717        5.260   317.9
1.2620          -23.470      -28.718        5.248   317.2
1.2640          -23.593      -28.614        5.021   303.5
1.2660          -23.552      -28.547        4.995   301.9
1.2680          -23.785      -28.497        4.713   284.8
1.2700          -23.709      -28.452        4.743   286.7
1.2720          -23.665      -28.349        4.683   283.1
1.2740          -23.537      -28.137        4.600   278.0
1.2760          -23.434      -27.964        4.530   273.8
1.2780          -23.370      -27.971        4.601   278.1
1.2800          -23.501      -28.001        4.501   272.0
1.2820          -23.575      -28.040        4.465   269.9
1.2840          -23.517      -28.172        4.656   281.4
1.2860          -23.346      -28.262        4.915   297.1
1.2880          -23.475      -28.335        4.860   293.7
1.2900          -23.262      -28.360        5.098   308.1
1.2920          -23.178      -28.386        5.208   314.8
1.2940          -23.091      -28.445        5.354   323.6
1.2960          -23.138      -28.518        5.380   325.2
1.2980          -23.374      -28.624        5.250   317.3
1.3000          -23.645      -28.637        4.992   301.7
1.3020          -23.676      -28.671        4.996   301.9
1.3040          -23.583      -28.689        5.105   308.6
1.3060          -23.321      -28.755        5.434   328.5
1.3080          -23.236      -28.799        5.564   336.3
1.3100          -23.077      -28.852        5.776   349.1
1.3120          -23.301      -29.014        5.714   345.3
1.3140          -23.302      -29.103        5.801   350.6
1.3160          -23.197      -29.145        5.947   359.5
1.3180          -23.263      -29.141        5.877   355.2
1.3200          -22.951      -29.121        6.170   372.9
1.3220          -22.668      -29.070        6.402   386.9
1.3240          -22.570      -28.909        6.338   383.1
1.3260          -22.748      -28.732        5.985   361.7
1.3280          -23.044      -28.583        5.539   334.8
1.3300          -23.054      -28.467        5.413   327.2
1.3320          -23.106      -28.360        5.254   317.6
1.3340          -23.101      -28.283        5.182   313.2
1.3360          -23.282      -28.279        4.998   302.1
1.3380          -23.394      -28.308        4.914   297.0
1.3400          -23.565      -28.347        4.782   289.0
1.3420          -23.670      -28.420        4.750   287.1
1.3440          -23.453      -28.424        4.970   300.4
1.3460          -23.342      -28.390        5.049   305.1
1.3480          -23.430      -28.368        4.938   298.5
1.3500          -23.705      -28.419        4.714   284.9
1.3520          -24.019      -28.439        4.420   267.1
1.3540          -23.848      -28.487        4.639   280.4
1.3560          -23.686      -28.593        4.907   296.6
1.3580          -23.358      -28.722        5.364   324.2
1.3600          -23.417      -28.764        5.347   323.2
1.3620          -23.196      -28.730        5.534   334.5
1.3640          -23.187      -28.640        5.453   329.6
1.3660          -23.367      -28.605        5.237   316.6
1.3680          -23.470      -28.531        5.061   305.9
1.3700          -23.469      -28.426        4.957   299.6
1.3720          -23.522      -28.316        4.794   289.8
1.3740          -23.489      -28.222        4.733   286.1
1.3760          -23.591      -28.146        4.555   275.3
1.3780          -23.645      -28.051        4.405   266.2
1.3800          -23.644      -28.075        4.431   267.8
1.3820          -23.454      -28.149        4.695   283.7
1.3840          -23.729      -28.154        4.425   267.4
1.3860          -23.779      -28.223        4.444   268.6
1.3880          -23.751      -28.408        4.657   281.5
1.3900          -23.877      -28.547        4.670   282.3
1.3920          -23.904      -28.716        4.812   290.8
1.3940          -23.907      -28.799        4.891   295.6
1.3960          -23.874      -28.810        4.936   298.3
1.3980          -23.945      -28.888        4.943   298.7
1.4000          -24.295      -28.848        4.553   275.2
1.4020          -23.944      -28.759        4.816   291.1
1.4040          -24.019      -28.753        4.734   286.1
1.4060          -23.824      -28.734        4.910   296.8
1.4080          -23.596      -28.708        5.112   309.0
1.4100          -23.793      -28.664        4.870   294.4
1.4120          -23.853      -28.605        4.753   287.3
1.4140          -24.043      -28.603        4.560   275.6
1.4160          -23.985      -28.618        4.633   280.0
1.4180          -23.975      -28.620        4.645   280.8
1.4200          -24.145      -28.699        4.553   275.2
1.4220          -23.967      -28.785        4.818   291.2
1.4240          -23.998      -28.877        4.879   294.9
1.4260          -24.058      -28.946        4.888   295.4
1.4280          -23.925      -28.964        5.039   304.5
1.4300          -23.878      -28.896        5.019   303.3
1.4320          -23.658      -28.708        5.050   305.2
1.4340          -23.567      -28.564        4.997   302.0
1.4360          -23.630      -28.441        4.811   290.8
1.4380          -23.357      -28.374        5.017   303.3
1.4400          -23.393      -28.399        5.006   302.5
1.4420          -23.482      -28.453        4.971   300.5
1.4440          -23.650      -28.526        4.876   294.7
1.4460          -23.573      -28.581        5.008   302.7
1.4480          -23.554      -28.596        5.043   304.8
1.4500          -23.432      -28.585        5.152   311.4
1.4520          -23.333      -28.638        5.305   320.6
1.4540          -23.554      -28.841        5.287   319.5
1.4560          -23.508      -29.093        5.585   337.5
1.4580          -23.726      -29.319        5.592   338.0
1.4600          -23.783      -29.432        5.648   341.4
1.4620          -23.652      -29.503        5.851   353.7
1.4640          -23.645      -29.537        5.892   356.1
1.4660          -23.586      -29.528        5.942   359.1
1.4680          -23.806      -29.439        5.633   340.4
1.4700          -23.764      -29.241        5.477   331.0
1.4720          -24.032      -29.099        5.067   306.2
1.4740          -23.854      -28.888        5.033   304.2
1.4760          -23.597      -28.783        5.187   313.5
1.4780          -23.577      -28.825        5.247   317.2
1.4800          -23.819      -28.799        4.980   301.0
1.4820          -23.811      -28.818        5.007   302.6
1.4840          -23.662      -28.771        5.109   308.8
1.4860          -23.561      -28.687        5.127   309.8
1.4880          -23.527      -28.714        5.187   313.5
1.4900          -23.439      -28.774        5.335   322.4
1.4920          -23.472      -28.770        5.298   320.2
1.4940          -23.791      -28.825        5.035   304.3
1.4960          -23.702      -28.827        5.125   309.8
1.4980          -23.703      -28.813        5.110   308.9
1.5000          -23.680      -28.778        5.098   308.1
1.5020          -23.575      -28.773        5.198   314.2
1.5040          -23.298      -28.588        5.290   319.8
1.5060          -23.436      -28.457        5.021   303.5
1.5080          -23.366      -28.330        4.964   300.0
1.5100          -23.151      -28.228        5.078   306.9
1.5120          -22.970      -28.207        5.238   316.6
1.5140          -23.170      -28.322        5.152   311.4
1.5160          -23.367      -28.473        5.106   308.6
1.5180          -23.387      -28.669        5.281   319.2
1.5200          -23.588      -28.815        5.228   316.0
1.5220          -23.657      -28.759        5.102   308.4
1.5240          -23.592      -28.683        5.092   307.7
1.5260          -23.165      -28.509        5.345   323.0
1.5280          -23.055      -28.320        5.265   318.2
1.5300          -23.169      -28.141        4.972   300.5
1.5320          -22.950      -28.055        5.105   308.5
1.5340          -22.985      -27.971        4.985   301.3
1.5360          -23.049      -27.888        4.839   292.5
1.5380          -23.234      -27.819        4.585   277.1
1.5400          -23.099      -27.772        4.673   282.4
1.5420          -23.245      -27.787        4.541   274.5
1.5440          -23.110      -27.815        4.705   284.4
1.5460          -23.126      -27.992        4.865   294.1
1.5480          -23.232      -28.199        4.967   300.2
1.5500          -23.212      -28.422        5.209   314.9
1.5520          -23.267      -28.581        5.314   321.2
1.5540          -23.186      -28.649        5.463   330.2
1.5560          -23.299      -28.647        5.348   323.2
1.5580          -23.514      -28.650        5.136   310.4
1.5600          -23.740      -28.617        4.877   294.7
1.5620          -23.888      -28.563        4.675   282.5
1.5640          -23.850      -28.647        4.797   289.9
1.5660          -23.602      -28.721        5.119   309.4
1.5680          -23.668      -28.925        5.257   317.7
1.5700          -23.619      -29.102        5.483   331.4
1.5720          -23.840      -29.246        5.406   326.7
1.5740          -23.992      -29.177        5.185   313.4
1.5760          -24.050      -29.075        5.025   303.7
1.5780          -24.150      -29.091        4.940   298.6
1.5800          -24.320      -29.115        4.796   289.8
1.5820          -24.372      -29.079        4.707   284.5
1.5840          -24.351      -28.911        4.560   275.6
1.5860          -24.382      -28.797        4.415   266.8
1.5880          -24.494      -28.691        4.197   253.6
1.5900          -24.171      -28.579        4.408   266.4
1.5920          -23.886      -28.502        4.616   279.0
1.5940          -23.981      -28.537        4.556   275.4
1.5960          -23.873      -28.685        4.812   290.8
1.5980          -23.832      -28.820        4.988   301.5
1.6000          -23.928      -29.029        5.100   308.3
1.6020          -23.908      -29.292        5.384   325.4
1.6040          -24.225      -29.470        5.245   317.0
1.6060          -24.278      -29.504        5.226   315.8
1.6080          -24.472      -29.531        5.059   305.8
1.6100          -24.308      -29.542        5.233   316.3
1.6120          -24.428      -29.464        5.036   304.4
1.6140          -24.566      -29.473        4.907   296.6
1.6160          -24.569      -29.498        4.930   297.9
1.6180          -24.412      -29.490        5.078   306.9
1.6200          -24.504      -29.471        4.967   300.2
1.6220          -24.773      -29.469        4.696   283.8
1.6240          -24.628      -29.459        4.831   292.0
1.6260          -24.518      -29.458        4.940   298.6
1.6280          -24.534      -29.385        4.851   293.2
1.6300          -24.713      -29.297        4.585   277.1
1.6320          -24.653      -29.232        4.579   276.8
1.6340          -24.822      -29.211        4.389   265.2
1.6360          -24.551      -29.258        4.707   284.5
1.6380          -24.640      -29.383        4.744   286.7
1.6400          -24.454      -29.439        4.985   301.3
1.6420          -24.527      -29.516        4.989   301.5
1.6440          -24.647      -29.573        4.925   297.7
1.6460          -24.692      -29.621        4.929   297.9
1.6480          -24.620      -29.692        5.072   306.6
1.6500          -24.749      -29.626        4.877   294.8
1.6520          -24.598      -29.462        4.864   294.0
1.6540          -24.651      -29.369        4.718   285.2
1.6560          -24.467      -29.267        4.800   290.1
1.6580          -24.481      -29.234        4.753   287.3
1.6600          -24.556      -29.222        4.666   282.0
1.6620          -24.480      -29.208        4.728   285.8
1.6640          -24.578      -29.296        4.718   285.2
1.6660          -24.565      -29.436        4.871   294.4
1.6680          -24.716      -29.523        4.807   290.5
1.6700          -24.670      -29.471        4.801   290.2
1.6720          -24.762      -29.373        4.611   278.7
1.6740          -24.687      -29.307        4.620   279.2
1.6760          -24.523      -29.189        4.666   282.0
1.6780          -24.295      -29.077        4.782   289.0
1.6800          -24.340      -29.009        4.669   282.2
1.6820          -24.392      -29.003        4.611   278.7
